 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
431.5268,78.04973,-4031.874,-682.6766,1575.914,-158.5133,-677.0577,899.6019,-813.2267,-1196.633,-1273.612,-1275.386,-819.5645,-840.5654,-336.2289,174.9051,-923.5223,792.532,704.979,-2479.951,2353.717,-357.2974,606.4422,1038.881,1829.194,-1003.684,921.8867,133.0055,-1395.112,-2120.855,-1842.193,-1565.414,814.8359,-3611.758,-848.7329,2716.445,-2752.979,-4385.634,-1524.929,-337.9105,3337.48,-305.078,-1374.868,-666.7716,-810.8001,-3310.652,819.9498,750.3401,-1958.592,-3948.543,-1883.102,337.8928,709.11,-3540.651,-991.9221,565.5256,-809.4593,-679.5107,-2949.883,844.4821,41.38303,-23.02837,-1785.791,-1493.997,-1286.465,-2705.588,-252.6812,751.5859,221.7605,23.85809,-1710.995,1935.932,-85.31882,-1391.958,242.0612,98.47675,-1687.903,8930.502,-1072.954,1299.487,-426.3619,-459.5408,-1021.712,-3944.555,-1523.495,-2716.74,-2109.165,-2923.324,1554.509,462.389,-1246.634,-3182.31,-170.0301,-7414.001,216.2024,-1087.51,-2162.168,-2225.828,-646.7106,1378.18,-4413.908,-913.3666
431.62676,960.717,-3369.012,270.4269,-1137.71,504.1346,-1422.401,1793.151,306.6089,-141.4642,-3032.012,639.7263,-659.1136,-2783.598,259.996,898.6531,105.4585,-1791.058,460.0861,-1217.98,2104.166,-2123.126,744.5621,493.8495,1699.386,-1890.056,722.8483,2948.021,-2140.772,-2244.209,79.84642,-2116.571,1334.59,-3482.554,-748.3138,4533.877,-442.7162,-4889.896,-772.7852,-1572.143,3232.103,-1280.364,-1552.272,-2479.866,-826.3242,-3043.979,1141.99,214.1878,-3933.245,-4365.475,-88.57172,-1231.786,-1606.527,-3667.124,-2989.392,-1399.593,-1043.35,-210.1666,-2359.638,1150.568,-1711.071,-1623.831,-2044.064,-341.4748,-1944.661,-2518.884,-419.513,-740.7819,-1435.807,-2777.46,-747.7039,2251.368,224.1063,-1827.207,-155.4128,-2670.469,-1308.243,4784.5,-1503.569,11.08103,-1063.695,361.8337,805.7819,-3323.302,-2517.668,-2373.042,924.813,-612.509,-1068.046,2009.608,353.7034,-2995.234,911.969,-5781.189,-359.8013,547.025,-4320.501,-2515.851,456.5432,-542.4652,-2840.891,-1698.603
431.72672,1378.069,-1994.608,-570.5442,-197.9596,-1308.219,-411.6608,3371.63,-1719.321,-2232.999,-2109.025,-1753.043,-2724.503,-1855.646,1088.465,-1735.928,-388.2725,-423.8887,1175.317,-824.6686,435.1432,-1727.196,598.1595,-1425.068,5100.559,-3203.369,892.1454,851.303,-2749.546,254.0503,-748.7182,-2407.101,-665.3613,-1964.951,-769.4309,5299.62,-987.1142,-5757.871,-1549.383,-701.0162,3422.142,-714.5763,-355.9326,-683.5401,-373.516,-2104.96,-952.8934,5458.338,-2700.907,-1194.724,-716.8002,2180.083,-2395.117,-3406.132,-240.7101,-1686.545,-1676.607,-596.0688,-1537.62,1197.022,-1714.864,-653.8045,-2337.627,-296.794,-817.7193,-3452.294,-1191.138,691.8961,-200.1913,-918.1465,-208.1917,2376.348,-2108.713,-661.2841,-847.3479,908.0878,-1084.016,5000.888,-656.7764,713.1484,-2528.767,455.6058,-1284.741,-5104.102,-2057.696,-4440.03,-433.3867,-338.3189,1445.585,489.5297,1909.26,-3568.863,245.6742,-6112.681,645.8333,215.1768,-3039.859,-320.2387,-2701.156,163.5061,-3830.302,-672.2877
431.82668,1149.987,-2748.202,784.0815,-2705.991,-1334.697,-1803.564,-708.2326,-803.8824,-313.1717,-1751.624,432.228,-1030.077,-1622.359,1091.198,-1448.222,-716.4901,-1680.416,-753.4987,-2806.806,1147.06,-2957.389,960.7878,-517.5182,4651.835,-495.1717,-551.6598,86.70319,-2010.702,-675.3975,130.3723,-3402.023,-1028.176,-4297.898,1269.363,7842.254,-907.3663,-5213.336,-433.37,-199.5197,3846.524,-2307.733,-1171.7,-539.1512,-1341.872,-2041.255,1716.721,12065.56,-3021.568,-2479.604,-697.8272,501.3129,-626.6559,-2469.755,-1605.298,146.382,-896.1229,-412.0613,-3471.168,1018.864,53.04459,-1750.381,-1513.368,-534.3625,-329.1389,-5256.986,-477.3843,648.0704,-917.5679,-1253.677,362.0055,3164.681,-1143.175,-1248.94,-2149.243,11.15093,-1267.151,4362.48,-792.8878,-2127.806,223.7502,-941.3863,1451.64,-6463.94,-1885.653,-3418.914,-453.8647,-2653.456,-3130.129,-1077.347,578.5518,-2961.765,-279.4135,-5200.205,-256.5804,67.4446,-3010.637,-2277.922,2111.066,-668.7277,-5762.85,-3266.123
431.92664,-580.5684,-2594.585,1017.67,67.81778,-1274.305,514.3281,1107.303,-1812.743,-1780.088,-1432.577,-2696.484,-1264.503,-1866.075,-127.3253,-825.2853,310.6329,-435.151,693.9831,-2309.721,2293.758,-1972.24,-584.4706,646.7726,2697.885,-1080.49,1134.102,2414.361,-1972.537,-637.5336,-1499.276,-3330.911,951.0762,-1931.006,-1688.32,7891.75,-838.3085,-4227.57,-1285.063,-1122.299,3906.942,-1545.897,-1473.805,-410.5458,252.5791,-4666.401,-1059.347,14748.23,-775.8658,-3886.3,-1639.275,592.7476,-888.3026,-3864.509,-802.2654,-403.0215,-2312.209,940.997,-1939.47,1287.662,-245.3633,-2010.753,-1727.37,-215.9973,-477.9839,-2501.825,-468.2465,604.3979,-430.9134,-391.9998,-288.7233,3619.024,-1410.315,-658.2236,-2616.674,239.6029,-254.9454,2078.063,-158.3527,-69.31612,-480.5086,-931.7463,736.0533,-3752.781,-1426.127,-3394.786,-2114.474,-740.0853,977.6597,1596.771,283.4156,-2730.925,1170.763,-6478.314,-1968.269,80.4798,-786.4053,-1605.487,701.6655,1330.065,-5854.295,-1690.036
432.0266,-2036.234,-3254.132,-1597.493,-1258.471,234.9678,-2498.559,-4.579034,-561.9612,-2917.478,-2428.901,295.8283,-1763.024,-1783.713,864.6854,807.9709,141.932,-752.0653,-627.499,-3178.238,3223.82,-1602.074,1444.768,-1455.47,4746.922,-2080.862,-2503.37,228.4144,-1231.331,399.3879,-589.2003,-2415.647,110.1665,-4446.041,-1993.928,9287.132,981.7012,-3743.592,-397.1098,125.3571,3091.022,-241.3198,-2158.438,-1219.442,-1974.531,-2274.48,987.0237,14879.18,-1190.136,-3517.81,-1112.655,-652.0936,-417.7288,-1753.31,-1743.125,-2714.372,-705.136,743.6132,-1166.256,-1051.177,-21.27869,-1757.651,-2687.143,675.2657,-1538.373,-2700.047,660.1477,-1284.777,1472.444,-2187.072,1096.729,3850.102,-510.9218,-1347.72,-2267.417,-382.1263,287.6502,2545.871,-1421.048,-405.9953,-699.5403,-1654.225,-519.6616,47.58428,-480.9185,-3773.899,141.2073,-2688.008,-1717.938,-1127.398,1382.438,-2279.532,1274.496,-5615.153,-815.6434,-305.3717,-1103.133,-435.4688,-1924.152,-127.2623,-3890.024,-1446.484
432.12656,-2643.641,-4172.468,-18.46304,-1020.884,1563.316,-150.397,621.3154,-186.4662,-1518.727,-1440.95,-955.4518,-3307.476,-1253.707,574.801,699.8144,939.0111,-935.6791,-1990.945,-4224.412,1147.119,190.6164,878.3243,503.8543,2696.151,-1587.309,32.43198,7.02893,-3117.738,-937.2599,-2135.085,-1405.934,-1226.88,-1947.24,-987.3206,7627.628,-1644.964,-5466.386,-679.1797,-182.3038,5578.323,281.79,-950.4595,1481.77,833.5278,-843.304,2810.594,14773.76,-2977.093,-3127.722,-3850.036,759.2631,-523.8893,-4126.881,-1732.663,-597.4351,-412.4863,2611.252,-743.3853,-774.2195,2360.426,-750.0424,-3388.242,454.0161,-1546.155,-5498.545,616.1191,-1060.897,2290.112,-420.3788,-2188.647,-89.28282,-260.4456,-1112.236,-2351.398,-1316.426,-1551.393,2198.727,-809.857,-358.1578,1164.864,-2633.275,-199.1999,-3382.662,-593.343,-4936.381,-299.9167,-3198.346,-2111.114,576.6224,149.2617,-3594.047,586.267,-6306.694,289.4594,-1679.023,314.9133,-884.0327,-768.0968,199.5638,-4427.231,-2081.527
432.22652,-1745.75,-3475.625,-1680.683,-2498.131,-1391.435,-2019.54,-137.846,-2627.211,-890.2565,-1399.068,308.6545,-2524.978,-1429.765,89.80979,1819.855,-177.9268,-1420.459,-56.48917,-1420.583,3249.033,-852.9006,1511.943,-2769.414,4153.164,-2255.784,-460.3998,1071.568,-3514.408,670.9312,-1576.768,-434.714,-1080.513,-3177.623,-1189.628,6798.325,-2459.33,-4638.146,-330.6451,-1178.745,3371.694,-2228.645,-2220.521,543.2144,-233.1983,-2177.448,789.7938,13968.5,-2224.475,-2371.156,-936.6878,-1888.638,-477.3074,-4195.129,-2494.137,-1856.252,797.0071,453.3025,-282.3867,-408.3152,1040.858,-2749.522,-3101.311,-568.2547,1269.605,-3873.164,-1091.546,361.3439,2660.183,-3438.675,402.3724,526.7709,-752.0161,-3207.797,-2437.012,1362.663,-618.3217,1060.839,-2233.931,1008.752,1536.316,-52.7044,-405.157,-928.7374,-1732.882,-4149.164,-779.2726,-1732.966,-2119.04,-1086.834,2190.496,-2010.898,562.2905,-6729.946,-1150.266,-261.8132,2345.837,-195.1238,655.2099,-403.5291,-4464.533,-1607.372
432.32648,319.7041,-719.3025,-746.8801,-345.4934,1010.889,-1197.256,-592.3077,306.8648,78.19355,-2497.466,1928.064,-3420.38,-531.8927,-928.1053,-513.1165,2429.787,-1359.134,1914.978,-2400.477,697.7755,-432.6118,618.3569,-661.9022,6236.542,-1724.758,-369.7271,684.6141,-948.6515,565.5587,-1913.269,-4383.986,-2148.569,-3304.897,-320.4739,11604.78,-887.5652,-5280.211,8.176142,-709.3906,5259.839,606.4785,-2258.14,-104.4398,-2091.673,-4077.355,1529.622,16309.54,-1020.645,-2821.94,-398.2186,-545.7811,-1501.708,-5665.086,-1701.695,-2681.611,-542.4813,-318.3192,-501.8037,-2322.356,-1322.769,-1134.646,-4085.987,-137.0585,933.8886,-3191.352,-1337.08,-2707.498,5430.748,-2858.877,-981.4191,1791.491,-1250.696,-623.8866,-2134.829,-186.2466,-190.4492,836.2751,145.4441,19.97391,-2136.14,-628.9651,-731.4776,-725.2285,-2188.76,-4563,-1419.618,-1103.331,-754.7698,170.9606,714.9504,-1537.646,-2219.904,-7741.183,-882.4018,4524.383,849.043,435.0435,1741.131,1151.845,-5364.777,-3049.019
432.42644,-673.0773,-2976.938,-1367.005,-825.8398,-384.7286,1036.601,-1187.928,-1229.286,-521.4496,-2109.003,566.3427,98.10726,-2357.185,1541.458,-2766.252,2011.131,-1081.675,-83.25508,-2457.047,2409.955,-1725.091,155.4253,-539.5557,2946.382,-2130.049,-1052.651,-1257.93,-2794.986,651.7628,-1545.787,-1789.27,-2135.301,-4399.01,-685.4149,9371.384,-1660.971,-4953.337,-278.1307,151.0765,5890.431,871.2084,-3918.36,-1700.736,-1318.803,-3273.055,1258.322,16733.12,-3588.788,-3861.418,-1428.955,441.3379,-1991.933,-2474.448,-2103.287,-3989.282,-2062.45,2079.638,-138.5615,-847.4514,165.1119,-1383.944,-1848.058,1090.756,-1443.273,-4083.343,73.23183,184.566,9535.937,-2091.81,-629.6415,3011.552,-346.9797,-804.9207,-2790.294,4.465715,-798.1292,-416.8465,-1275.405,238.6277,-1478.415,-761.4764,-1513.155,-2062.206,-1557.211,-2795.096,-1241.084,-1518.228,-834.6201,-2713.737,-534.2891,-450.9542,-1872.333,-8344.339,-2556.074,12451.62,1068.721,-865.2864,5308.411,2167.425,-5180.254,-2756.881
432.5264,-2148.545,-3592.456,-1873.431,257.2971,-973.0753,-897.4823,-312.7616,-737.5038,-1343.638,-903.7578,-838.9019,-2222.83,-502.3841,-1109.02,1371.744,-1252.415,-1153.306,-119.311,-2055.556,553.7516,-1588.412,-304.4285,-2880.334,4901.134,-1009.833,47.49057,-1494.96,-1362.49,-4208.469,-61.77128,-2451.143,-2058.96,-1314.548,-97.54485,10910.95,-2238.703,-4353.998,221.8551,1075.743,4333.706,-444.8782,-1820.855,-516.7733,-681.5904,-4284.62,1385.304,18344.83,-1822.449,-4141.791,-2216.704,142.9343,-495.8719,-3714.458,-1041.542,-1908.225,-2400.383,1177.201,1785.945,-1316.052,2380.134,-827.015,-1366.522,312.3323,-1386.247,-3795.453,-760.3798,-1412.264,10091.3,-1212.749,1131.401,985.109,-750.6287,-1293.26,-416.0708,1025.806,-43.39104,1097.508,16.36479,-821.942,-1453.988,-830.1398,-2621.419,-982.8441,789.4602,-3755.207,-571.815,-4591.877,-2248.735,-1651.125,986.9967,-2138.007,-374.7325,-7889.615,-2295.987,15923.33,-411.7288,-1450.917,5138.258,1310.682,-5375.349,-894.9399
432.62636,-1716.994,-3726.316,-515.1888,-2898.292,1146.621,-761.7244,-982.8147,-2050.968,110.8966,-2599.584,397.3839,-2135.746,-3071.849,660.3088,1498.707,-1190.725,-1037.682,1165.88,-2715.233,-143.3789,-1806.283,1417.402,-1328.026,2860.118,-919.6881,550.5137,-1226.823,-405.8923,-1880.163,-1131.31,-3318.705,-1570.039,-4366.66,-15.77974,10347.96,-748.7796,-4642.277,828.1022,-420.9845,2763.431,-569.9789,-3382.813,-1677.188,-1224.318,-1536.535,312.175,21755.79,-2839.351,-1777.449,-1698.991,27.86553,-1297.738,-488.0584,-1111.513,-4860.199,-966.7054,449.1386,-337.5781,-1406.941,147.2891,-968.1319,-1656.088,-1243.304,-1119.422,-3176.978,-517.8688,-1013.471,9788.321,-615.1747,-258.4281,2014.347,-876.1716,-490.6632,-2156.753,219.2352,477.3481,-1070.401,-759.7393,1246.343,-2216.49,-683.7404,-863.6093,-4153.734,-2153.299,-1429.532,-50.3329,-1008.784,-2331.921,-1136.524,-1141.242,-2941.672,941.1281,-7837.063,-1972.856,15151.59,263.3804,42.39505,4499.5,-1133.668,-5353.415,-338.4094
432.72632,-3090.463,-3304.475,-3094.753,-42.95772,1.708678,-1574.897,348.2104,-1034.973,167.0717,-2334.455,-49.50827,-2352.557,-3506.588,-652.8579,-214.7574,558.9802,-1353.51,902.736,-3527.505,-436.3562,22.62612,-194.7847,-3295.67,4451.416,-1133.226,121.6336,-189.2607,-2500.339,372.407,-2061.787,-3194.421,-2631.247,-2193.422,-261.4984,9000.113,-536.874,-5695.735,2192.159,87.41277,2101.702,137.8982,-2028.135,67.88158,-502.4251,-1619.988,1337.92,18852.01,-3259.172,-3366.7,-2445.33,1621.352,-306.4337,-3240.107,-1305.493,-380.2899,-2048.374,735.5349,-1099.183,-609.1401,1272.493,-1568.507,-1646.325,258.5619,-2380.927,-1777.685,-441.2707,161.1367,11286.95,-1593.645,-69.67599,1108.306,-1439.622,-1009.336,-1755.317,-852.3513,1258.423,551.2451,-201.6739,-862.246,-1947.353,-190.2528,274.8846,-3606.746,-1619.62,-3337.969,-2003.802,-2352.348,-1621.874,-1488.107,269.1957,-1452.332,-191.3769,-6621.905,-1104.502,11962.96,-196.8834,1033.459,3658.524,299.6274,-5290.776,-2777.447
432.82628,-3034.179,-3978.648,-1763.912,385.7144,-227.6775,-1361.02,145.9441,-196.6289,-496.6281,-1851.319,-2302.567,-2427.109,-2837.74,-1773.384,2264.826,-795.0742,-2432.715,-488.6247,-1559.378,1055.182,-51.95004,415.2577,-1969.993,4083.781,-1384.217,-113.2294,-543.8604,-1887.545,-3137.76,227.1242,-2285.938,-145.4635,-3185.583,-839.8823,9154.987,-1141.839,-4744.811,6979.295,-979.9099,2212.069,-956.1159,-2462.746,-762.1131,-864.5422,-1991.452,724.9128,16220.14,-2911.966,-4605.479,1216.546,-2586.756,544.3847,-2709.933,-530.8715,-4019.797,-1611.587,446.7233,-1116.76,-2977.44,1106.926,-2161.168,-1695.767,-470.6572,-1968.727,-2166.461,-951.635,-1756.772,8997.525,-1815.65,-939.7491,1313.071,-3360.183,-764.0746,-961.4744,463.1571,8839.241,-1696.78,-1087.229,-1158.449,53.48792,-1644.625,368.7766,-2868.014,-1477.026,-2567.951,-3992.64,-1056.13,-1930.137,-1814.25,818.7445,-1562.081,142.7813,-9730.015,-1436.154,10764.29,-686.1021,668.1482,1996.147,-914.5031,-5190.547,-2158.429
432.92624,-2288.605,-3599.215,-1921.307,1849.33,-1018.374,-540.5496,-99.83276,-31.5921,496.0677,-1973.42,-407.0602,-2306.365,-813.7526,-1786.407,1394.035,-450.2289,-105.7717,1459.846,-3333.164,-1576.841,-1291.306,-1365.242,-2379.109,4641.253,-3220.609,1842.176,682.064,-4161.029,-1666.641,462.6306,-5655.182,-1908.182,-3142.746,-1442.043,7775.698,-677.5013,-6022.462,7962.008,-240.1937,3365.221,-536.1849,-2933.146,5.422442,640.9299,-1769.575,487.983,16232.84,-2963.284,-2295.036,-1053.444,-438.0787,-577.5104,-2702.714,-2410.751,-1537.866,-1837.565,-138.274,-1094.942,-1636.396,-1037.855,-2481.709,-1908.961,395.3409,-2251.233,-1948.475,-2015.116,-269.8936,8855.366,-2201.813,-918.8525,-1127.761,-1719.268,159.3526,-976.9786,1665.956,12322.3,154.8257,-791.5714,151.9413,-84.695,-2204.893,1330.626,-4614.842,-2750.166,-3161.739,-3236.668,-1013.11,-1627.29,-1957.565,1540.901,-4619.788,-1478.581,-6844.706,-954.2052,10687.19,368.1707,341.1988,831.7759,200.8826,-4467.446,-3606.556
433.0262,-4390.143,-4015.807,-1900.499,1253.057,559.8859,-914.1006,-1552.717,-561.3391,94.09771,-1569.951,-797.297,-1132.192,-2067.086,-311.915,-158.2073,618.2065,-3108.12,170.9244,-1567.468,493.4492,694.775,82.88038,-3221.865,3213.732,-1938.153,75.7972,-1154.771,-3293.478,-1448.342,218.0216,-3379.776,-48.77812,-1118.585,362.2858,6175.759,86.34078,-3645.408,10524.01,621.8806,1748.735,-402.2686,-4348.274,-528.1243,-46.95704,-1480.999,1467.443,14001.09,-2626.726,-5646.179,944.7102,-1600.886,-990.1357,-3148.704,-617.1089,-362.849,-504.4877,982.3042,434.2406,-1983.463,-1184.279,-918.2557,-8.492613,-2296.49,-1565.002,-1087.465,-453.6998,-1899.874,10103.5,-991.8967,-2164.38,-217.8993,-1808.484,-3554.35,358.9292,-1410.931,12906.36,-206.2877,-103.3281,-810.1962,-809.5854,-1260.382,-314.9435,-4378.464,-4565.632,-1625.173,-861.4822,-734.198,-1871.907,236.6017,1910.372,-3507.373,551.7935,-6257.573,2497.88,8480.345,-989.9724,615.2225,211.1143,-821.5599,-4664.039,-2977.815
433.12616,-2556.037,-3314.909,-2420.606,-564.7091,-487.3589,-2047.311,1348.069,3362.001,800.3286,-1618.028,-2566.709,-2093.131,-3985.277,-576.0742,922.352,617.3824,-2073.98,-475.1756,-1410.966,-2011.873,-828.5244,-445.3123,-1260.793,3567.645,-2341.713,1635.658,-1020.876,-3469.451,-8.032348,-1530.46,-1424.887,-278.7568,-3419.28,154.851,4570.347,-657.5045,-4646.294,11445.34,-2609.559,498.6084,-1684.418,-2835.341,-905.5782,-1225.92,-2779.907,953.8883,13618.45,-1227.593,-6738.899,808.9174,812.1962,-1065.142,-3575.995,-743.1329,-233.6553,-2559.391,266.0568,-1039.776,-2588.377,-1217.74,-3036.667,-1998.876,-249.2482,-84.31012,1221.16,529.2599,-2352.308,11981.74,-1039.772,-1423.449,412.2184,-1744.984,-916.4902,-508.854,-630.8758,12755.47,-75.95733,-1888.861,-1191.971,591.2937,-1963.343,-607.1191,-2080.494,-1755.737,-1235.863,-2497.176,-797.3763,-1828.902,-278.3557,27.03062,-2365.732,-1371.218,-5477.921,703.0917,6443.243,-475.6921,628.8047,868.6414,-543.529,-5757.636,-2745.398
433.22612,-3956.286,-3484.105,-663.4061,1102.133,-720.3428,-2450.265,1781.394,3535.377,-18.67336,529.3494,-931.8229,352.1885,-1264.32,-957.4168,3620.981,-29.62828,-3076.394,1445.977,-129.2213,-1927.224,-1978.559,-1203.807,430.2908,2709.696,-900.3339,-1110.95,-127.8268,-3535.338,-106.8647,-606.134,-3893.454,-839.687,-2888.149,-446.9619,2829.281,-1233.114,-4686.524,13228.72,161.9336,-440.6927,-1124.091,-563.2083,-1803.341,-962.5846,-132.9255,-1006.601,11873.84,-2057.509,-5038.604,-1262.986,1088.45,-772.5856,-1518.676,-288.0514,-2399.185,-2791.622,-1383.813,-2580.586,-2918.117,857.8632,-2573.464,397.7624,-2421.331,-903.1575,-546.1328,-81.91453,-2256.794,7711.356,-1987.747,2667.283,-2059.773,-1496.806,-1276.318,-3070.142,-936.5941,12585.02,584.0812,224.9597,312.4278,525.9566,-2048.801,1156.644,-2568.03,-911.8159,-1235.356,-1165.347,-770.3603,-1527.806,-2196.061,-187.4117,-3206.043,-545.93,-4325.529,697.8268,8663.183,1164.844,12.0786,-52.04218,357.1463,-4498.246,-4209.575
433.32608,-2457.765,-4127.886,-897.7609,473.7967,-1411.754,-1501.983,-1210.464,1482.058,-817.2935,-1647.685,-1176.828,-2820.727,-2089.588,433.854,2985.89,-947.8355,-1980.754,-854.6435,-1645.71,-702.4597,-1776.343,-542.4611,-327.6364,1808.502,-1748.569,2627.829,318.1855,-1533.269,-2086.505,-2242.526,-3302.378,-339.8172,-2964.78,-322.1204,1608.72,-2461.114,-3562.559,11998.75,-137.2042,-884.9043,-1087.947,-4161.135,-1333.86,-2.952772,-1920.706,-582.3574,9451.581,-3777.408,-3458.953,607.6063,-607.9574,-1712.196,-2019.866,-995.1769,1127.997,-2973.259,-844.6531,474.7321,-3463.118,-624.1096,-1420.81,-2387.494,-2053.72,-1013.124,585.7813,-1538.886,-2508.93,5963.573,-693.6683,908.8638,118.4472,-1400.771,-1064.768,-1302.135,431.821,13277.14,-329.7386,266.1112,289.3274,-1784.644,-3208.545,564.1548,-4052.813,-2860.674,-1934.253,-1707.565,-1151.864,-2405.345,451.0531,-438.3974,-2617.558,-548.7443,-7522.523,-1346.677,7529.767,-1012.512,346.4196,2222.917,657.7472,-4520.893,-2683.49
433.42604,-4551.888,-2784.136,-2007.755,3357.73,915.6876,-2182.181,-385.1841,-272.6456,334.7155,-261.9954,-467.862,-1263.044,-1134.69,-797.9039,3560.789,228.6862,-786.8699,-568.8201,-298.1083,-1401.512,-941.3886,484.6423,-901.1215,2207.444,205.6997,2219.235,-1775.287,-3523.368,-1131.464,-2852.004,-2095.195,-2487.666,-4323.53,-1322.23,3106.704,-366.8677,-4507.771,11973.02,178.3051,-753.4205,-2442.883,-1244.578,-1161.922,316.3604,-413.7497,1296.664,10297.39,-1869.639,-4116.169,-580.4257,1650.137,-202.4619,-2181.504,89.77563,954.0213,-3740.352,-288.6057,-2168.622,-3305.418,-1368.414,-2753.242,884.669,-2135.79,-2914.132,507.8698,-1078.541,-1599.312,4393.845,-1948.409,-786.5981,-118.3169,-1597.704,-1765.821,-2305.462,145.4565,10660.01,-646.3295,-1563.27,-106.3731,-1621.288,-960.0901,1783.537,-4457.848,-940.1041,-2403.56,-3274.895,-1544.02,-440.4753,-1245.462,-463.1941,-2598.571,-644.7294,-5189.949,681.694,4715.389,-2813.089,-3.527869,1152.003,-2297.704,-5080.206,-2276.971
433.526,-3652.952,-3287.755,-1298.135,1979.106,805.6793,-878.3313,488.2041,719.2862,-1253.469,-2293.584,-822.6229,-731.8316,-3902.382,-1863.733,2679.007,-1590.658,-1566.91,3152.931,-751.1028,-1428.704,-3319.001,-614.7241,1946.633,3033.686,-1661.298,88.57305,445.787,-2209.98,-1673.419,-2647.399,-841.0328,-3204.479,-1678.376,654.6137,1399.48,-814.4421,-5542.757,13321.02,1495.366,316.3389,-375.991,-1981.818,-799.817,1260.623,-1638.101,0.6699273,11700.41,-2319.105,-4881.2,-2174.45,-1763.31,-731.8167,-3874.391,-1878.318,93.12189,-1470.239,-132.7544,-1098.959,-4548.302,-514.9609,-3435.691,-467.4482,-1151.174,-1816.82,1047.61,-74.79357,-1280.555,3164.044,-344.5628,-396.5911,-1282.062,-1438.509,-514.6099,-1049.625,-498.2107,11075.29,-2015.427,-1569.22,2142.581,-2284.96,-1122.857,1455.011,-5336.448,-2030.826,-3587.119,-2898.556,-1965.285,-1222.21,-2670.881,-384.4738,-2348.978,-1050.793,-5697.573,439.2275,2903.788,1046.024,2060.109,1360.848,192.3161,-6374.439,-1661.472
433.62596,-6001.32,-3423.723,-3806.894,3264.834,-1510.684,-2339.658,1353.836,11650.83,-2175.337,420.3918,-1453.014,-1142.591,-2975.302,-1269.587,1400.799,-106.8236,-3045.549,831.5559,-996.976,-1125.304,-3662.466,-2543.883,-457.5995,4108.197,-686.0948,-371.003,-2364.672,-3442.738,-1871.121,-1157.37,-1452.217,-963.7214,-1502.953,150.7426,819.165,-1601.209,-3989.349,12226.23,-933.1285,693.4185,-460.3504,-2186.04,-697.5432,684.4919,-315.3098,843.2173,8350.526,-2855.929,-5403.838,-1321.413,-1420.942,-27.01247,-1760.308,-725.3768,198.9147,-1427.507,-1155.943,-1112.918,-2698.615,-1313.115,-2398.639,1018.949,-1440.084,-1499.845,-165.4613,738.8712,-2755.165,3419.044,-1884.929,303.2937,-2725.339,-805.4824,-2465.946,-1380.02,562.2869,10097.59,206.3567,-593.3289,-19.12963,-475.6933,-227.5309,281.5549,-4631,-4297.198,-2653.463,-2058.984,-1890,-852.5963,-736.3149,-642.1588,-3263.235,-1654.621,-5498.366,-362.0197,3405.018,-885.1489,-410.7357,81.4817,-265.7917,-6140.788,-1339.945
